Z,Atom,A,B,Value,Uncertainty,Method,Year,Citation,Links,Notes
12,Mg+,6d+,4f+,0.658,0.009,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101453",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
12,Mg+,6d+,5p+,3.459,0.001,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101454",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
12,Mg+,6d+,5f-,0.959,0.001,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101455",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
12,Mg+,6d+,5f+,4.288,0.003,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101456",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
12,Mg+,6d-,3p-,0.132,0.001,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101457",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
12,Mg+,6d-,3p+,0.058,0.003,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101458",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
12,Mg+,6d-,4p-,0.675,0.001,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101459",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
12,Mg+,6d-,4p+,0.3,0.01,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101460",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
12,Mg+,6d-,4f-,0.551,0.001,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101461",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
12,Mg+,6d-,5p-,2.583,0.002,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101462",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
12,Mg+,6d-,5p+,1.15,0.01,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101463",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
12,Mg+,6d-,5f-,3.588,0.004,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101464",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
20,Ca+,4P1/2,4S1/2,2.907,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4P1/2,3D3/2,2.45,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4P3/2,4S1/2,4.112,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4P3/2,3D3/2,1.094,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4P3/2,3D5/2,3.288,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5S1/2,4P1/2,2.072,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5S1/2,4P3/2,2.962,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4D3/2,4P1/2,4.282,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4D3/2,4P3/2,1.928,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4D5/2,4P3/2,5.779,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5P1/2,4S1/2,0.076,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5P1/2,3D3/2,0.115,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5P1/2,5S1/2,6.229,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5P1/2,4D3/2,7.426,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5P3/2,4S1/2,0.091,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5P3/2,3D3/2,0.054,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5P3/2,3D5/2,0.162,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5P3/2,5S1/2,8.798,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5P3/2,4D3/2,3.313,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5P3/2,4D5/2,9.951,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4F5/2,3D3/2,1.905,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4F5/2,3D5/2,0.511,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4F5/2,4D3/2,11.348,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4F5/2,4D5/2,3.034,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4F7/2,3D5/2,2.284,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4F7/2,4D5/2,13.571,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6S1/2,4P1/2,0.583,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6S1/2,4P3/2,0.828,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6S1/2,5P1/2,4.353,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6S1/2,5P3/2,6.216,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5D3/2,4P1/2,1.225,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5D3/2,4P3/2,0.547,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5D3/2,5P1/2,7.481,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5D3/2,5P3/2,3.372,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5D3/2,4F5/2,8.551,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5D5/2,4P3/2,1.642,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5D5/2,5P3/2,10.102,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5D5/2,4F5/2,2.283,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5D5/2,4F7/2,10.209,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6P1/2,4S1/2,0.085,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6P1/2,3D3/2,0.064,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6P1/2,5S1/2,0.083,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6P1/2,4D3/2,0.039,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6P1/2,6S1/2,10.495,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6P1/2,5D3/2,13.825,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6P3/2,4S1/2,0.112,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6P3/2,3D3/2,0.03,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6P3/2,3D5/2,0.09,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6P3/2,5S1/2,0.148,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6P3/2,4D3/2,0.026,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6P3/2,4D5/2,0.074,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6P3/2,6S1/2,14.817,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6P3/2,5D3/2,6.169,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6P3/2,5D5/2,18.523,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5F5/2,3D3/2,1.185,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5F5/2,3D5/2,0.317,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5F5/2,4D3/2,0.3,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5F5/2,4D5/2,0.078,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5F5/2,5D3/2,19.194,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5F5/2,5D5/2,5.134,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5F7/2,3D5/2,1.419,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5F7/2,4D5/2,0.349,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,5F7/2,5D5/2,22.959,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,7S1/2,4P1/2,0.319,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,7S1/2,4P3/2,0.452,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,7S1/2,5P1/2,1.107,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,7S1/2,5P3/2,1.57,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,7S1/2,6P1/2,7.358,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,7S1/2,6P3/2,10.501,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6D3/2,4P1/2,0.637,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6D3/2,4P3/2,0.284,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6D3/2,5P1/2,2.234,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6D3/2,5P3/2,0.999,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6D3/2,4F5/2,1.042,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6D3/2,6P1/2,11.309,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6D3/2,6P3/2,5.1,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6D3/2,5F5/2,16.762,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6D5/2,4P3/2,0.852,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6D5/2,5P3/2,2.999,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6D5/2,4F5/2,0.279,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6D5/2,4F7/2,1.248,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6D5/2,6P3/2,15.278,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6D5/2,5F5/2,4.475,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,6D5/2,5F7/2,20.013,,CCSDpTsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,
20,Ca+,4P1/2,4S1/2,2.89,0.02,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
20,Ca+,4P1/2,3D3/2,2.46,0.01,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
20,Ca+,4P3/2,4S1/2,4.09,0.02,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
20,Ca+,4P3/2,3D3/2,1.1,0.006,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
20,Ca+,4P3/2,3D5/2,3.3,0.02,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
20,Ca+,5S1/2,4P1/2,2.073,0.007,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
20,Ca+,5S1/2,4P3/2,2.96,0.01,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
20,Ca+,4D3/2,4P1/2,4.28,0.02,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
20,Ca+,4D3/2,4P3/2,1.93,0.01,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
20,Ca+,4D5/2,4P3/2,5.77,0.03,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
20,Ca+,5P1/2,4S1/2,0.076,0.002,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
20,Ca+,5P1/2,3D3/2,0.1,0.02,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
20,Ca+,5P1/2,5S1/2,6.23,0.01,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
20,Ca+,5P1/2,4D3/2,7.43,0.06,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
20,Ca+,5P3/2,4S1/2,0.091,0.002,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
20,Ca+,5P3/2,3D3/2,0.05,0.008,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
20,Ca+,5P3/2,3D5/2,0.14,0.02,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
20,Ca+,5P3/2,5S1/2,8.8,0.02,CCSDsc,2021,"M. Kaur, D. F. Dar, B. K. Sahoo, B. Arora, At. Data Nuc. Data Tab. 137 (2021) 101381",https://doi.org/10.1016/j.adt.2020.101381,"Makred 'Recommended' in paper"
